,Dalc,Fedu,Fjob,G1,G2,G3,Medu,Mjob,Pstatus,Walc,absences,activities,address,age,failures,famrel,famsize,famsup,freetime,goout,guardian,health,higher,internet,nursery,paid,reason,romantic,school,schoolsup,sex,studytime,traveltime
712,2,2,other,12,12,12,2,services,T,3,6,no,U,17,0,4,LE3,yes,4,4,mother,5,yes,yes,yes,no,course,yes,GP,yes,F,2,2
713,1,2,services,12,9,10,3,other,A,1,15,no,R,18,0,4,GT3,no,1,1,mother,5,no,yes,no,no,home,yes,GP,no,F,2,2
714,1,4,services,11,12,12,4,teacher,T,4,6,yes,U,18,0,3,GT3,no,2,4,mother,3,yes,yes,yes,no,home,no,GP,no,M,1,2
715,1,4,health,14,12,13,4,health,T,1,2,yes,U,18,1,2,GT3,yes,4,4,father,4,yes,yes,yes,no,reputation,yes,GP,yes,F,2,1
716,1,2,services,13,15,15,2,other,T,1,8,no,U,17,0,4,GT3,yes,2,3,father,1,yes,yes,yes,no,reputation,yes,GP,no,F,3,3
717,4,2,services,9,8,10,3,services,T,3,0,no,R,19,1,3,GT3,yes,3,3,father,3,no,yes,yes,no,reputation,no,GP,yes,F,2,1
718,1,3,services,10,10,10,4,teacher,T,2,0,yes,U,18,0,4,LE3,no,2,3,mother,1,yes,yes,yes,no,course,no,GP,no,M,1,2
719,2,2,other,10,10,11,1,at_home,T,4,10,no,U,18,0,3,GT3,no,4,4,other,4,no,yes,no,no,home,no,GP,no,M,1,2
720,2,1,other,11,11,10,4,services,A,4,22,yes,U,17,0,4,LE3,no,5,4,mother,5,yes,yes,yes,no,home,yes,GP,no,M,1,2
721,3,2,services,13,13,13,3,teacher,A,4,18,no,U,17,0,4,LE3,no,4,4,mother,3,yes,yes,yes,no,home,no,GP,no,M,1,1
722,1,1,other,17,17,18,1,at_home,T,1,2,yes,R,18,0,5,LE3,yes,2,2,mother,3,yes,no,yes,no,reputation,no,GP,no,F,4,2
723,1,1,other,12,13,13,1,other,T,1,0,yes,U,18,0,5,GT3,no,4,4,mother,4,yes,yes,yes,no,home,no,GP,yes,F,2,2
724,1,2,other,12,12,14,2,other,T,2,12,no,U,17,0,5,GT3,yes,4,5,mother,5,yes,yes,no,no,course,no,GP,no,F,2,1
725,1,1,other,12,13,14,2,other,T,1,10,yes,U,18,0,4,GT3,no,3,1,mother,5,yes,yes,yes,no,reputation,yes,GP,no,F,2,2
726,1,1,other,12,12,12,1,other,T,2,0,no,U,17,0,4,GT3,no,3,3,father,4,yes,yes,no,no,reputation,no,GP,no,M,2,1
727,1,2,at_home,18,18,18,2,at_home,T,2,0,no,U,18,0,4,GT3,yes,3,3,mother,2,yes,yes,yes,no,other,no,GP,no,F,3,1
728,1,1,teacher,13,13,14,1,services,T,1,0,no,U,17,0,4,GT3,yes,3,3,mother,3,yes,yes,yes,no,reputation,no,GP,no,F,3,1
729,1,1,services,14,15,15,2,services,T,3,0,yes,U,18,0,4,GT3,no,2,4,mother,2,yes,yes,yes,no,reputation,no,GP,no,M,3,1
730,1,4,teacher,17,17,17,4,teacher,A,1,0,yes,U,18,0,5,LE3,yes,4,3,mother,2,yes,yes,yes,no,reputation,no,GP,no,M,2,1
731,1,2,other,15,16,16,4,teacher,T,4,2,yes,U,18,0,4,GT3,yes,3,2,mother,5,yes,yes,yes,no,home,yes,GP,no,M,2,1
732,1,3,services,17,18,18,4,health,T,2,0,no,U,17,0,4,GT3,yes,2,2,mother,3,yes,yes,yes,no,reputation,no,GP,no,F,3,1
733,1,1,other,18,19,19,3,services,T,1,0,no,R,17,0,3,LE3,yes,1,2,mother,3,yes,no,yes,no,reputation,no,GP,no,F,4,2
734,1,2,other,14,15,15,3,services,T,1,0,yes,R,18,0,5,LE3,yes,4,2,mother,4,yes,yes,yes,no,reputation,no,GP,no,M,3,2
735,1,3,other,14,15,15,3,health,T,3,0,no,U,17,0,4,GT3,yes,4,3,mother,5,yes,yes,yes,no,home,no,GP,no,M,1,1
736,2,4,other,14,13,13,4,health,T,3,2,yes,U,19,0,2,GT3,yes,3,4,other,2,yes,yes,yes,no,reputation,no,GP,no,F,2,2
737,1,3,other,13,14,14,4,other,T,2,0,no,U,18,0,4,LE3,yes,4,5,other,2,yes,yes,yes,no,home,yes,GP,no,F,2,2
738,1,3,other,16,17,17,4,other,T,1,0,no,U,18,0,4,GT3,yes,3,3,father,3,yes,yes,yes,no,reputation,no,GP,no,F,4,1
739,2,4,teacher,18,18,17,4,teacher,T,2,0,no,U,18,0,1,LE3,yes,4,2,mother,1,yes,yes,yes,no,home,yes,GP,no,M,1,1
740,1,4,other,14,15,15,4,health,A,1,0,no,U,18,0,4,LE3,yes,2,4,mother,4,yes,yes,yes,yes,home,yes,GP,no,F,2,1
741,2,4,teacher,12,13,13,4,other,T,2,0,no,U,17,0,4,LE3,no,1,1,father,5,yes,yes,yes,no,home,no,GP,no,M,1,2
742,1,4,services,7,7,8,4,services,T,1,0,yes,R,17,0,5,GT3,yes,3,4,mother,5,yes,yes,yes,no,reputation,no,GP,no,F,3,2
743,1,2,other,16,16,16,4,other,T,1,0,no,U,17,0,4,GT3,yes,3,3,mother,3,yes,yes,yes,no,reputation,no,GP,no,F,3,2
744,1,2,health,18,18,18,3,health,T,2,0,yes,U,17,0,5,GT3,yes,2,2,father,5,yes,yes,no,no,reputation,no,GP,no,F,4,1
745,1,1,services,9,10,11,2,at_home,T,1,0,yes,R,19,1,4,LE3,no,3,1,mother,5,yes,yes,yes,no,course,yes,GP,no,M,3,2
746,1,2,other,14,15,15,3,services,A,1,0,yes,U,20,2,5,GT3,no,5,3,other,5,yes,no,yes,no,course,no,GP,no,M,1,1
747,1,3,services,10,10,11,3,other,T,2,0,yes,R,19,0,4,GT3,no,5,3,father,5,yes,no,yes,no,reputation,yes,GP,no,M,2,1
748,1,4,teacher,10,10,11,1,other,T,2,2,no,U,18,0,3,GT3,yes,4,4,mother,5,yes,no,no,no,home,yes,GP,yes,F,2,1
749,1,1,other,12,12,15,2,services,T,2,2,yes,U,18,0,5,GT3,yes,3,3,mother,1,yes,yes,yes,no,course,no,GP,no,F,2,2
750,1,3,other,11,12,14,2,other,T,1,2,yes,U,17,0,4,GT3,no,2,1,father,3,yes,yes,yes,no,course,yes,GP,no,F,2,2
751,1,4,teacher,15,16,17,4,teacher,T,1,2,yes,R,17,0,4,GT3,no,4,4,mother,5,yes,yes,yes,no,course,no,GP,no,F,1,1
752,1,3,other,14,15,17,4,other,T,1,2,yes,U,18,0,4,GT3,yes,3,4,mother,5,yes,yes,yes,no,course,yes,GP,no,F,3,1
753,1,3,services,12,12,15,4,health,T,4,8,no,U,18,0,3,LE3,yes,2,4,mother,1,yes,yes,yes,no,course,no,GP,no,F,1,2
754,2,4,services,15,15,17,3,at_home,T,5,2,yes,R,17,0,4,GT3,yes,3,4,father,5,yes,yes,no,no,course,no,GP,no,F,3,1
755,1,3,other,11,12,14,3,at_home,T,1,8,no,U,18,0,4,GT3,yes,1,4,father,3,yes,yes,yes,no,course,no,GP,no,F,2,1
756,1,2,other,11,10,10,4,health,T,1,9,yes,U,19,0,5,GT3,yes,4,4,mother,1,yes,yes,yes,no,course,yes,GP,no,M,2,2
757,3,4,other,12,11,13,4,teacher,T,3,0,no,U,18,0,4,GT3,yes,4,4,mother,5,yes,yes,yes,no,course,no,GP,no,F,2,1
758,1,4,other,11,12,14,3,other,T,1,4,yes,U,18,0,5,GT3,yes,4,4,mother,1,yes,yes,yes,no,course,yes,GP,no,F,1,1
759,1,4,health,14,15,17,4,health,T,2,2,yes,U,17,0,5,GT3,no,3,4,mother,5,yes,yes,yes,no,course,no,GP,no,F,1,1
760,1,3,services,15,14,17,4,services,A,2,14,no,U,17,0,5,GT3,yes,2,2,mother,5,yes,yes,yes,no,course,yes,GP,no,F,2,1
761,1,3,other,12,12,13,3,services,A,1,0,no,U,17,0,5,LE3,yes,3,3,mother,5,yes,yes,yes,no,home,no,GP,yes,F,2,1
762,2,1,other,11,12,14,2,other,T,2,2,yes,U,17,0,4,LE3,no,2,3,father,2,yes,yes,yes,no,home,no,GP,no,F,2,1
763,3,4,other,8,9,11,4,other,T,4,2,no,U,18,0,4,LE3,yes,2,5,father,5,yes,yes,yes,no,reputation,no,GP,no,M,1,1
764,4,1,other,10,10,11,1,other,T,3,12,yes,U,19,0,1,GT3,no,5,5,other,5,no,no,yes,no,course,yes,GP,no,F,3,3
765,1,1,other,8,8,9,1,other,A,1,2,no,U,19,2,5,LE3,yes,3,4,other,4,yes,yes,no,no,course,yes,GP,no,F,2,3
766,2,2,other,10,10,10,2,other,T,4,2,yes,U,18,0,4,GT3,yes,3,5,mother,5,yes,yes,yes,no,course,yes,GP,no,F,1,1
767,1,2,other,14,13,13,2,other,T,1,4,no,U,17,0,4,GT3,yes,2,2,mother,3,yes,no,yes,no,course,yes,GP,no,F,2,1
768,2,2,services,11,11,10,2,services,T,2,0,yes,R,17,0,3,LE3,yes,3,2,mother,3,yes,yes,yes,no,course,no,GP,no,F,3,1
769,2,1,services,17,18,17,3,services,T,3,0,no,U,17,0,3,GT3,yes,4,3,father,5,yes,yes,no,no,course,no,GP,no,F,3,1
770,2,2,at_home,14,14,15,0,at_home,T,3,0,no,U,17,0,3,LE3,no,3,3,father,2,yes,yes,yes,no,home,no,GP,no,F,3,2
771,1,1,other,14,14,14,1,other,T,2,0,yes,U,18,0,4,GT3,no,5,5,mother,2,yes,yes,yes,no,home,no,GP,no,F,3,2
772,2,4,other,13,14,13,4,other,T,2,0,yes,U,18,0,4,GT3,no,3,3,mother,3,yes,yes,yes,no,course,no,GP,no,M,3,1
773,3,3,services,17,18,17,3,other,T,5,0,yes,U,17,0,4,GT3,no,3,5,mother,5,yes,yes,no,no,reputation,no,GP,no,M,1,1
774,5,2,other,11,10,10,2,services,T,5,2,no,R,17,0,4,GT3,yes,4,5,mother,4,yes,yes,yes,no,course,no,GP,no,M,1,4
775,1,4,services,13,12,13,4,teacher,T,3,0,yes,U,17,0,5,GT3,yes,4,4,mother,4,yes,yes,yes,no,course,no,GP,no,F,3,1
776,1,4,teacher,15,14,15,4,teacher,T,2,4,no,U,17,0,4,GT3,yes,3,3,mother,4,yes,yes,no,no,course,yes,GP,no,F,3,2
777,2,3,other,11,12,11,3,at_home,T,5,2,yes,U,17,0,4,GT3,yes,2,5,mother,5,yes,yes,yes,yes,course,no,GP,no,F,1,1
778,2,2,other,11,11,12,2,other,T,4,0,yes,U,18,0,4,LE3,yes,5,5,mother,5,yes,yes,yes,yes,course,no,GP,no,M,4,1
779,2,2,services,11,10,10,3,at_home,T,2,0,no,R,19,0,5,GT3,yes,3,4,other,5,yes,no,no,no,home,yes,GP,no,M,1,1
780,1,2,other,10,9,10,2,at_home,T,1,2,yes,U,18,0,4,GT3,no,2,5,mother,2,yes,no,yes,no,course,yes,GP,no,F,2,4
781,1,4,other,15,15,15,2,at_home,T,1,0,no,R,17,0,4,GT3,yes,4,3,father,5,yes,yes,yes,no,course,yes,GP,no,F,3,1
782,1,2,other,15,14,15,2,other,T,2,6,no,U,18,0,5,GT3,no,4,2,mother,5,yes,yes,no,no,reputation,no,GP,no,M,1,1
783,1,3,services,10,11,12,3,services,T,1,8,yes,U,18,0,5,GT3,no,3,4,mother,4,yes,yes,yes,no,home,no,GP,no,F,2,1
784,1,2,other,10,9,12,2,other,T,1,0,yes,U,18,0,4,LE3,no,3,3,other,2,yes,yes,no,no,home,yes,GP,no,F,2,1
785,1,2,other,14,13,14,2,at_home,T,1,6,yes,R,18,0,4,GT3,no,4,4,mother,4,yes,no,yes,no,course,no,GP,no,F,4,2
786,1,4,other,11,13,14,3,services,T,3,8,no,U,17,0,4,GT3,no,4,5,mother,5,yes,yes,yes,no,course,no,GP,no,F,3,1
787,2,2,other,12,13,15,3,other,T,3,0,no,U,17,0,4,GT3,yes,3,2,mother,2,yes,yes,yes,no,home,yes,GP,no,F,2,1
788,1,3,services,14,14,15,3,services,T,1,4,no,U,18,0,5,LE3,yes,3,3,mother,1,yes,yes,yes,no,home,no,GP,no,F,4,1
789,2,2,other,14,14,16,3,other,A,3,0,no,R,17,0,4,GT3,yes,3,3,mother,2,yes,yes,yes,no,home,no,GP,no,F,2,1
790,2,4,services,12,12,13,4,teacher,T,2,0,yes,U,18,0,4,GT3,yes,3,3,father,2,yes,yes,yes,no,home,no,GP,no,M,2,1
791,1,4,other,16,16,17,3,services,T,3,6,yes,U,18,0,4,LE3,no,3,3,mother,5,yes,yes,yes,no,home,yes,GP,no,M,2,1
792,1,2,at_home,10,12,14,2,at_home,A,2,18,no,U,17,0,3,GT3,yes,3,1,father,4,yes,yes,yes,no,home,yes,GP,no,F,2,1
793,1,3,other,11,12,14,2,at_home,T,2,0,no,U,18,0,4,GT3,yes,3,3,mother,3,yes,yes,yes,no,course,no,GP,no,F,3,1
794,2,2,services,14,16,17,3,other,T,3,4,no,U,18,0,5,GT3,no,4,3,mother,1,yes,yes,yes,no,other,yes,GP,no,F,3,1
795,1,3,services,15,14,17,4,teacher,T,2,4,no,R,18,0,5,GT3,no,3,2,mother,4,yes,yes,yes,no,course,yes,GP,no,M,3,1
796,2,3,other,14,13,14,4,teacher,T,3,0,no,U,18,0,5,GT3,yes,4,5,mother,5,yes,yes,yes,no,course,yes,GP,no,M,3,1
797,1,3,other,11,12,13,4,health,T,3,0,yes,U,17,0,4,GT3,yes,4,3,mother,4,yes,yes,yes,no,reputation,yes,GP,no,F,3,1
798,2,1,other,12,15,15,2,services,T,2,10,yes,U,17,0,4,GT3,yes,3,4,mother,1,yes,yes,yes,no,course,yes,GP,no,F,2,2
799,2,1,other,12,16,16,2,services,T,4,4,yes,U,17,0,4,GT3,yes,3,5,mother,4,yes,yes,yes,no,reputation,no,GP,no,F,2,1
800,3,3,other,10,11,11,2,at_home,A,4,16,no,U,19,1,2,LE3,no,2,3,other,5,no,yes,yes,no,home,no,GP,no,F,1,2
801,1,1,at_home,10,13,13,3,other,T,1,6,no,U,17,1,4,GT3,yes,1,2,mother,3,yes,yes,yes,yes,home,yes,GP,no,F,1,1
802,1,4,other,9,12,12,4,other,T,1,0,yes,U,21,2,3,LE3,no,3,2,other,5,yes,yes,yes,yes,reputation,no,GP,no,F,3,1
803,1,2,services,9,11,12,2,services,T,3,11,yes,U,18,0,4,LE3,yes,4,4,mother,3,no,yes,no,no,reputation,no,GP,no,M,2,1
804,1,4,other,13,14,15,3,other,A,4,9,yes,U,18,0,4,LE3,no,3,5,other,2,yes,yes,yes,no,reputation,yes,GP,no,M,2,1
805,1,2,services,13,17,17,2,services,T,3,0,yes,U,17,0,4,GT3,yes,3,4,mother,4,yes,yes,yes,no,reputation,no,GP,no,F,2,1
806,1,4,other,12,15,15,4,health,A,2,2,no,U,17,0,4,LE3,yes,4,2,mother,4,yes,yes,yes,no,reputation,no,GP,no,M,3,1
807,1,2,other,14,17,17,4,teacher,T,1,0,yes,U,18,0,4,LE3,yes,2,2,mother,3,yes,yes,yes,no,course,no,GP,no,F,2,1
808,5,1,other,9,10,10,1,at_home,T,2,21,yes,R,21,2,5,LE3,yes,3,3,other,4,no,yes,yes,no,course,yes,GP,no,M,2,2
809,1,1,other,11,15,15,1,other,T,3,8,no,R,20,0,3,GT3,no,2,2,other,3,yes,yes,yes,no,reputation,yes,GP,no,F,3,2
810,4,4,other,9,10,11,4,teacher,T,4,5,no,U,19,1,3,GT3,yes,2,5,other,5,yes,yes,yes,no,home,yes,GP,no,F,1,1
811,1,2,other,16,18,18,3,other,A,2,10,no,U,17,0,4,LE3,yes,4,4,mother,5,yes,yes,yes,no,reputation,no,GP,no,M,2,1
812,1,2,other,14,17,17,3,at_home,T,2,5,no,U,18,0,4,GT3,yes,3,4,father,2,yes,yes,yes,no,reputation,yes,GP,no,F,3,1
813,4,3,services,13,14,14,2,other,T,5,13,no,R,18,0,3,GT3,no,1,3,father,4,yes,yes,yes,no,reputation,no,GP,no,M,1,1
814,1,1,other,7,11,11,2,other,T,4,10,no,U,19,0,5,GT3,no,3,4,mother,4,yes,yes,yes,no,reputation,no,GP,no,M,1,1
815,1,2,other,14,17,17,2,services,A,3,10,no,U,18,0,4,LE3,yes,1,4,mother,4,yes,yes,yes,no,reputation,no,GP,no,F,2,2
816,1,0,other,8,10,10,1,other,T,1,5,no,U,20,1,5,GT3,no,3,1,mother,5,yes,yes,yes,no,reputation,yes,GP,yes,F,1,2
817,1,2,other,10,13,13,3,services,T,2,4,yes,U,18,0,3,GT3,yes,1,2,mother,1,yes,yes,no,no,home,yes,GP,no,F,2,1
818,1,3,other,10,11,11,1,at_home,T,3,11,no,U,16,0,4,GT3,yes,3,3,father,5,no,yes,yes,no,other,yes,MS,no,F,1,2
819,1,2,other,12,12,12,2,other,T,1,0,yes,R,16,0,4,GT3,yes,4,4,mother,5,yes,yes,yes,no,course,no,MS,no,F,2,2
820,1,1,services,10,10,10,1,at_home,T,1,6,no,R,15,1,4,GT3,yes,1,3,mother,2,yes,no,yes,no,other,yes,MS,no,F,1,1
821,2,3,other,10,10,11,3,at_home,T,3,4,no,R,15,0,5,GT3,yes,4,4,mother,5,yes,yes,yes,no,course,no,MS,no,F,1,2
822,1,3,services,16,17,17,2,at_home,T,2,0,no,R,16,0,4,GT3,no,5,2,mother,5,yes,no,yes,no,course,no,MS,no,F,2,2
823,1,1,other,6,8,9,2,at_home,T,1,0,no,R,15,0,1,LE3,no,3,4,mother,1,no,no,yes,no,home,no,MS,no,F,1,2
824,1,4,other,10,11,11,4,at_home,A,3,5,no,R,16,0,5,LE3,yes,3,2,mother,2,yes,no,yes,no,home,no,MS,no,M,2,1
825,1,2,other,10,11,11,1,other,A,1,0,no,U,16,0,4,GT3,no,4,3,mother,5,yes,yes,yes,no,other,no,MS,yes,M,3,1
826,1,2,other,10,10,10,3,at_home,T,2,0,no,R,17,1,4,GT3,no,5,4,father,5,yes,no,yes,no,course,yes,MS,no,F,2,1
827,2,1,other,6,6,7,1,other,T,2,0,no,R,17,1,5,GT3,yes,4,4,father,5,no,yes,no,no,other,no,MS,no,F,1,1
828,3,4,other,13,14,14,4,teacher,T,5,0,no,R,15,0,1,GT3,no,5,1,mother,5,yes,yes,yes,no,course,yes,MS,no,F,1,2
829,1,2,other,10,9,11,2,at_home,A,1,4,yes,U,16,0,1,LE3,no,2,1,mother,1,no,no,no,no,reputation,yes,MS,no,F,4,2
830,1,1,services,10,10,10,1,at_home,T,2,0,no,R,15,0,5,LE3,yes,4,3,father,4,yes,yes,yes,no,reputation,no,MS,no,F,2,2
831,1,1,services,6,7,8,1,other,T,2,4,no,R,15,1,4,LE3,yes,4,3,mother,2,yes,yes,yes,no,course,yes,MS,no,F,1,2
832,1,2,other,12,11,12,0,other,T,2,0,yes,R,16,0,3,GT3,yes,2,3,mother,2,yes,no,yes,no,other,no,MS,no,F,1,2
833,1,3,other,10,11,12,2,other,T,3,2,no,R,17,0,5,GT3,yes,5,5,mother,3,yes,yes,yes,no,course,no,MS,no,F,1,2
834,1,3,services,14,16,16,3,other,T,1,0,no,R,15,0,4,GT3,no,1,3,father,4,yes,yes,no,no,course,no,MS,no,F,1,2
835,4,1,services,7,0,0,1,at_home,T,5,0,yes,U,16,0,5,GT3,yes,4,5,mother,3,yes,no,yes,no,home,yes,MS,no,M,2,2
836,2,1,other,8,9,9,1,other,T,4,4,no,U,17,0,4,GT3,no,4,3,mother,5,yes,yes,no,yes,home,no,MS,no,M,2,1
837,1,1,services,12,13,14,4,health,T,2,0,yes,R,15,0,5,LE3,yes,3,4,father,2,yes,yes,yes,no,reputation,no,MS,no,M,2,1
838,1,1,services,7,9,8,4,health,T,2,7,yes,R,15,0,5,LE3,yes,3,4,father,2,yes,yes,yes,no,reputation,no,MS,no,M,2,1
839,1,4,health,9,10,11,3,other,T,2,4,no,R,16,0,3,GT3,no,4,5,mother,5,yes,no,no,no,other,no,MS,no,M,2,3
840,2,1,other,7,9,9,1,other,T,4,8,yes,R,15,0,5,GT3,yes,4,5,mother,4,yes,no,yes,no,course,yes,MS,no,M,2,4
841,1,3,at_home,11,11,11,3,at_home,T,1,0,yes,U,15,0,5,LE3,yes,3,3,father,5,yes,yes,yes,no,reputation,no,MS,no,M,2,1
842,5,1,other,8,10,9,2,other,T,5,8,yes,R,17,0,5,GT3,no,5,5,mother,3,no,no,yes,no,other,yes,MS,no,M,1,3
843,1,4,teacher,16,16,17,4,teacher,T,1,6,yes,R,16,0,4,GT3,no,2,2,mother,4,yes,yes,yes,no,course,yes,MS,no,F,3,2
844,1,2,services,11,13,13,1,other,T,1,3,no,R,15,0,5,GT3,no,1,2,mother,1,yes,no,yes,no,course,no,MS,no,F,1,2
845,1,3,services,15,15,15,2,other,T,2,2,no,R,16,0,4,GT3,yes,5,4,mother,1,yes,yes,yes,no,course,no,MS,no,F,2,3
846,1,2,other,10,11,11,1,other,T,1,0,no,R,16,0,4,GT3,no,3,3,father,5,yes,no,yes,no,course,no,MS,no,M,2,2
847,1,2,other,9,10,11,2,other,T,1,4,no,R,16,0,4,GT3,yes,4,5,mother,4,yes,yes,yes,no,course,no,MS,no,F,2,3
848,1,2,services,10,8,8,1,other,T,2,0,no,U,16,1,1,GT3,yes,3,2,mother,4,yes,no,yes,no,course,no,MS,no,F,3,1
849,1,2,services,9,8,8,1,other,T,2,3,no,U,16,1,1,GT3,yes,3,2,mother,4,yes,no,yes,no,course,no,MS,no,F,3,1
850,3,1,other,9,10,9,2,at_home,T,3,0,no,U,15,0,4,GT3,yes,4,2,mother,2,yes,yes,no,no,home,no,MS,yes,F,2,1
851,2,1,other,13,14,15,1,at_home,T,1,0,no,U,16,0,5,GT3,yes,4,3,father,2,yes,no,no,no,course,yes,MS,no,F,2,1
852,5,2,services,10,11,11,1,at_home,T,5,4,yes,R,17,0,5,LE3,yes,5,5,mother,3,yes,yes,yes,no,reputation,no,MS,no,M,1,1
853,1,1,other,13,10,13,1,other,T,1,0,no,R,16,0,4,GT3,yes,3,2,father,1,yes,yes,no,no,home,no,MS,no,F,4,4
854,1,1,other,10,9,10,1,at_home,T,1,2,no,R,16,0,4,GT3,yes,4,3,father,5,yes,no,yes,no,other,no,MS,yes,F,3,4
855,1,1,other,11,10,11,1,at_home,T,1,1,yes,R,15,0,4,GT3,yes,3,3,father,2,yes,yes,yes,no,home,no,MS,no,F,2,2
856,4,1,other,13,12,14,1,at_home,T,3,0,yes,R,16,0,4,GT3,no,2,2,mother,2,yes,yes,yes,no,other,yes,MS,no,F,1,2
857,1,1,at_home,13,14,14,1,at_home,T,2,0,no,R,15,0,4,GT3,yes,2,1,father,2,yes,no,yes,no,course,no,MS,no,F,2,3
858,2,2,other,14,11,12,2,other,T,2,2,no,R,15,0,4,LE3,yes,4,3,father,5,yes,no,yes,no,other,no,MS,yes,F,3,1
859,3,1,other,11,11,11,1,at_home,T,4,6,yes,R,16,0,3,GT3,no,4,4,father,5,yes,no,yes,no,other,no,MS,no,M,1,2
860,2,2,other,9,8,8,1,other,T,3,9,yes,U,18,1,3,GT3,yes,4,4,father,5,yes,yes,yes,no,course,yes,MS,no,F,2,1
861,1,1,services,10,9,11,3,other,T,3,0,no,U,15,0,3,GT3,yes,2,3,mother,4,yes,no,yes,no,home,no,MS,no,M,1,2
862,1,2,services,14,13,14,2,other,T,1,1,yes,R,16,0,5,GT3,yes,3,4,father,2,yes,yes,yes,no,course,no,MS,no,F,2,3
863,1,2,other,13,12,13,2,health,T,2,1,no,U,15,0,4,GT3,no,3,3,mother,4,yes,no,yes,no,reputation,no,MS,no,M,1,3
864,1,4,teacher,13,12,13,4,other,T,1,0,yes,U,16,0,4,GT3,yes,3,1,father,3,yes,no,yes,no,course,yes,MS,no,M,2,1
865,1,3,other,13,12,12,3,services,T,1,4,no,R,15,0,4,GT3,yes,5,4,mother,1,yes,yes,yes,no,reputation,yes,MS,no,F,2,1
866,2,2,other,12,11,12,2,at_home,T,3,2,yes,R,16,1,4,GT3,yes,4,4,mother,5,yes,no,no,no,course,no,MS,no,F,2,2
867,1,2,other,14,14,16,2,other,T,1,0,yes,R,16,0,4,LE3,yes,3,2,father,4,yes,no,yes,no,home,yes,MS,no,F,1,3
868,2,1,services,10,8,10,2,at_home,T,3,4,yes,U,16,0,2,LE3,yes,4,3,mother,4,yes,yes,yes,no,course,no,MS,no,M,1,2
869,3,3,other,10,11,11,1,at_home,T,5,2,yes,R,15,0,4,LE3,yes,2,4,father,3,yes,yes,yes,no,reputation,no,MS,no,M,1,3
870,1,2,services,12,13,14,2,other,T,1,0,yes,U,15,0,5,GT3,yes,3,2,mother,4,yes,no,yes,no,course,no,MS,no,F,3,2
871,1,1,other,10,8,8,2,other,T,1,2,no,R,16,0,5,LE3,yes,4,3,mother,5,yes,yes,yes,no,home,yes,MS,no,F,1,1
872,2,3,services,12,10,11,3,services,T,4,11,yes,U,15,0,4,GT3,yes,3,3,father,3,yes,yes,no,no,course,no,MS,no,M,1,2
873,1,1,other,7,7,8,1,at_home,T,1,0,no,R,16,3,3,GT3,yes,4,3,father,1,yes,no,yes,no,course,no,MS,yes,F,2,2
874,1,2,at_home,9,9,10,2,other,T,1,4,yes,U,17,0,4,GT3,yes,5,3,mother,5,no,no,yes,no,course,no,MS,no,F,1,1
875,1,3,services,9,9,10,2,at_home,T,1,0,no,U,19,1,4,GT3,no,4,4,other,2,no,yes,yes,no,course,yes,MS,no,F,1,1
876,1,1,other,9,10,11,2,at_home,T,1,2,yes,R,17,0,5,GT3,yes,5,3,mother,3,no,no,yes,no,course,yes,MS,no,F,1,3
877,1,1,other,9,10,9,1,at_home,T,3,0,no,R,15,0,5,LE3,yes,2,1,mother,4,no,no,yes,no,course,yes,MS,no,F,1,2
878,1,2,other,9,10,11,2,other,T,2,1,no,R,16,0,3,GT3,yes,4,5,father,1,no,yes,yes,no,course,no,MS,no,F,2,3
879,1,2,other,7,7,8,2,other,A,2,6,no,U,16,0,4,LE3,yes,3,4,mother,1,no,no,yes,no,home,no,MS,no,F,1,1
880,1,2,other,11,10,11,2,at_home,T,2,0,no,R,17,0,4,GT3,yes,3,5,mother,4,yes,yes,yes,no,course,no,MS,no,F,2,2
881,1,2,services,9,10,10,2,other,T,4,1,yes,U,16,1,4,GT3,yes,4,3,father,3,yes,yes,no,yes,course,no,MS,no,F,1,1
882,1,2,other,7,9,10,3,other,A,1,6,no,R,18,2,3,LE3,yes,3,2,other,2,no,no,no,no,course,yes,MS,no,F,3,2
883,1,1,services,7,9,9,1,at_home,T,1,6,yes,U,19,1,5,GT3,no,3,1,mother,3,no,no,yes,no,course,yes,MS,no,F,3,1
884,3,1,other,8,9,10,1,other,T,4,0,yes,R,18,1,4,GT3,no,4,3,mother,4,no,yes,yes,no,home,no,MS,no,M,1,2
885,1,1,at_home,9,11,10,1,at_home,T,1,4,no,R,18,1,3,GT3,no,2,3,mother,2,no,yes,no,no,course,yes,MS,no,F,1,2
886,4,1,other,7,8,9,1,other,T,1,12,no,U,19,1,1,GT3,yes,1,4,other,1,yes,yes,yes,no,course,yes,MS,no,F,2,2
887,1,2,other,8,10,10,2,health,A,1,2,no,R,16,0,3,GT3,no,3,2,mother,3,yes,no,no,no,course,yes,MS,no,F,2,1
888,3,1,at_home,9,9,10,0,other,T,5,5,yes,U,17,0,2,GT3,no,4,4,father,5,yes,no,no,no,course,no,MS,no,F,1,2
889,1,2,other,8,9,9,1,at_home,T,3,0,yes,R,16,0,4,LE3,no,4,5,mother,3,no,yes,yes,no,course,no,MS,no,F,2,1
890,1,3,other,14,13,13,3,other,T,1,0,yes,U,16,0,4,GT3,no,5,4,mother,4,no,yes,yes,no,reputation,yes,MS,no,F,1,1
